type,cell_type,feature,coefficient
ptAge,DC,cDC_SLC25A34,-22.3313121
ptAge,DC,cDC_SLC29A1,17.64544319
ptAge,DC,cDC_SLC2A13,1.554830094
ptAge,DC,cDC_SLC35B3,-0.945599059
ptAge,DC,cDC_SLC37A2,6.69811156
ptAge,DC,cDC_SLC7A7,0.003640429
ptAge,DC,cDC_SMAD4,1.320572405
ptAge,DC,cDC_SMIM27,3.650885819
ptAge,DC,cDC_SMPDL3B,1.394867126
ptAge,DC,cDC_SNX30,0.061012557
ptAge,DC,cDC_SPG7,0.818456417
ptAge,DC,cDC_SPHK2,-5.586055344
ptAge,DC,cDC_SPINK4,-2.077772975
ptAge,DC,cDC_SPOCK1,0.603416292
ptAge,DC,cDC_SPRYD4,3.397451946
ptAge,DC,cDC_SSH1,1.749719159
ptAge,DC,cDC_SSH2,0.124996464
ptAge,DC,cDC_STK31,5.826564903
ptAge,DC,cDC_SYCE1,-37.77591712
ptAge,DC,cDC_SYCP3,11.07263457
ptAge,DC,cDC_TAGAP,0.901383297
ptAge,DC,cDC_TAPBP,0.604952723
ptAge,DC,cDC_TCAIM,1.905948506
ptAge,DC,cDC_TET3,0.154415263
ptAge,DC,cDC_TFEC,0.695081999
ptAge,DC,cDC_TFPI,-0.271516157
ptAge,DC,cDC_TG,3.34904824
ptAge,DC,cDC_TIMELESS,-3.696674905
ptAge,DC,cDC_TIMP2,0.351755857
ptAge,DC,cDC_TLL2,2.578820483
ptAge,DC,cDC_TMA7,0.871583957
ptAge,DC,cDC_TMEM144,1.885364079
ptAge,DC,cDC_TMEM17,-2.462276492
ptAge,DC,cDC_TMSB15B-AS1,7.908566937
ptAge,DC,cDC_TNFAIP8L2,-2.255329397
ptAge,DC,cDC_TNFSF12,2.349910603
ptAge,DC,cDC_TNFSF13B,0.017119495
ptAge,DC,cDC_TNXB,1.312735727
ptAge,DC,cDC_TOMM40,4.694908553
ptAge,DC,cDC_TRAPPC1,-0.456428124
ptAge,DC,cDC_TRAV12-1,-54.27374345
ptAge,DC,cDC_TRBV14,-6.631224085
ptAge,DC,cDC_TRH,-3.318302868
ptAge,DC,cDC_TRIB3,5.664183765
ptAge,DC,cDC_TRIM52,2.314538868
ptAge,DC,cDC_TRIM72,7.693724216
ptAge,DC,cDC_TRMT11,2.299756639
ptAge,DC,cDC_TSG101,0.763968349
ptAge,DC,cDC_TUBA4A,4.875812219
ptAge,DC,cDC_TUBD1,1.321566177
ptAge,DC,cDC_TVP23B,0.711186329
ptAge,DC,cDC_TXNL4B,2.801347378
ptAge,DC,cDC_TYK2,0.753490158
ptAge,DC,cDC_UBAP1,0.413696849
ptAge,DC,cDC_UBE2D1,1.868906962
ptAge,DC,cDC_UPK3BL1,-68.84160202
ptAge,DC,cDC_USP42,0.980748721
ptAge,DC,cDC_USP54,0.342462078
ptAge,DC,cDC_VAC14,-0.325156793
ptAge,DC,cDC_WARS2,-2.034253458
ptAge,DC,cDC_WDR37,0.777144425
ptAge,DC,cDC_WDR45B,3.302904778
ptAge,DC,cDC_WNT2B,1.267985717
ptAge,DC,cDC_WWTR1,3.192343315
ptAge,DC,cDC_XAF1,0.742358084
ptAge,DC,cDC_XPO6,0.629860728
ptAge,DC,cDC_ZBED5-AS1,3.909677535
ptAge,DC,cDC_ZBP1,3.898320136
ptAge,DC,cDC_ZBTB14,4.11121163
ptAge,DC,cDC_ZBTB7C,0.472023255
ptAge,DC,cDC_ZNF181,-0.987347615
ptAge,DC,cDC_ZNF256,-8.826106418
ptAge,DC,cDC_ZNF415,-8.4165302
ptAge,DC,cDC_ZNF485,6.34175536
ptAge,DC,cDC_ZNF550,-7.030562493
ptAge,DC,cDC_ZNF572,-7.518931275
ptAge,DC,cDC_ZNF674-AS1,6.518343991
ptAge,DC,cDC_ZNF681,5.24328902
ptAge,DC,cDC_ZNF683,6.234910847
ptAge,DC,cDC_ZNF689,1.250913821
ptAge,DC,cDC_ZNF768,5.144629792
ptAge,DC,cDC_ZNF799,2.115276551
ptAge,DC,cDC_ZNFX1,0.186261673
ptAge,DC,gender,0.22738463
ptAge,DC,pDC_ABCB1,-0.755914261
ptAge,DC,pDC_ABHD8,-0.649513562
ptAge,DC,pDC_ACADM,-1.689486707
ptAge,DC,pDC_ACAP3,0.339369454
ptAge,DC,pDC_ACSL4,0.689410927
ptAge,DC,pDC_ADPRHL1,3.920578608
ptAge,DC,pDC_AFF2,-2.769167964
ptAge,DC,pDC_AGAP5,5.200767019
ptAge,DC,pDC_AGPAT3,0.699937425
ptAge,DC,pDC_ALG8,0.168986888
ptAge,DC,pDC_AMER1,-11.10096488
ptAge,DC,pDC_AMOTL1,-1.036574277
ptAge,DC,pDC_AMY2B,0.456965391
ptAge,DC,pDC_ANKRD31,9.246291288
ptAge,DC,pDC_ANXA1,0.367940042
ptAge,DC,pDC_ANXA5,0.220747174
ptAge,DC,pDC_AOAH,1.186148944
ptAge,DC,pDC_APBB3,3.532350539
ptAge,DC,pDC_APEX2,-11.07774006
ptAge,DC,pDC_API5,0.415526979
ptAge,DC,pDC_APOL2,2.13362617
ptAge,DC,pDC_AQP9,7.071298285
ptAge,DC,pDC_ARHGAP30,0.980175675
ptAge,DC,pDC_ARHGAP45,0.570179971
ptAge,DC,pDC_ARHGEF10,14.50965569
ptAge,DC,pDC_ARHGEF40,7.449946931
ptAge,DC,pDC_ARID1A,1.189849383
ptAge,DC,pDC_ARL8B,-0.961523202
ptAge,DC,pDC_ARMCX1,-16.08799434
ptAge,DC,pDC_ARPP21,-1.416179188
ptAge,DC,pDC_ARTN,6.510364634
ptAge,DC,pDC_ASF1B,-0.463858549
ptAge,DC,pDC_ATAT1,-0.904247418
ptAge,DC,pDC_ATP5MF,-0.757733988
ptAge,DC,pDC_ATP8B1,0.256832478
ptAge,DC,pDC_AXL,0.205815727
ptAge,DC,pDC_B3GLCT,0.311833805
ptAge,DC,pDC_BACE1-AS,1.232337159
ptAge,DC,pDC_BCKDK,10.93454803
ptAge,DC,pDC_BHLHE40,0.558048001
ptAge,DC,pDC_BLOC1S5-TXNDC5,-3.464798409
ptAge,DC,pDC_BMPR1A,0.960232238
ptAge,DC,pDC_BORCS7-ASMT,6.284410419
ptAge,DC,pDC_C16orf86,-5.427192468
ptAge,DC,pDC_C1orf21,0.419813986
ptAge,DC,pDC_C1QTNF3-AMACR,0.510424924
ptAge,DC,pDC_C4orf51,-37.42700006
ptAge,DC,pDC_C8orf44,-2.779456561
ptAge,DC,pDC_CA5A,2.982588831
ptAge,DC,pDC_CALM2,0.154301638
ptAge,DC,pDC_CARF,0.123238097
ptAge,DC,pDC_CASP3,1.043881022
ptAge,DC,pDC_CCDC120,1.964612511
ptAge,DC,pDC_CCNG1,-3.494544497
ptAge,DC,pDC_CD300LB,2.183654748
ptAge,DC,pDC_CD33,3.176100054
ptAge,DC,pDC_CDADC1,1.771991843
ptAge,DC,pDC_CDH2,-9.925571616
ptAge,DC,pDC_CDKN1A,0.237890716
ptAge,DC,pDC_CFAP97D2,-37.53336947
ptAge,DC,pDC_CHCHD4,-6.310731695
ptAge,DC,pDC_CIB2,-1.555069387
ptAge,DC,pDC_CLEC11A,12.51323595
ptAge,DC,pDC_CLEC7A,4.384413872
ptAge,DC,pDC_CNTNAP2,17.88567076
ptAge,DC,pDC_COA5,2.431415874
ptAge,DC,pDC_COL25A1,0.246786774
ptAge,DC,pDC_COLGALT2,0.528431978
ptAge,DC,pDC_COMMD7,-1.746726971
ptAge,DC,pDC_COX16,-5.60934104
ptAge,DC,pDC_CPLX1,2.641522458
ptAge,DC,pDC_CREG1,0.633748973
ptAge,DC,pDC_CSMD1,2.26148488
ptAge,DC,pDC_CSNK1D,0.522441083
ptAge,DC,pDC_CTNND1,-3.819736967
ptAge,DC,pDC_CYB561,1.278242016
ptAge,DC,pDC_CYP27A1,-17.18099522
ptAge,DC,pDC_CYTH2,4.448931181
ptAge,DC,pDC_DACT1,-1.817074423
ptAge,DC,pDC_DBN1,3.262748477
ptAge,DC,pDC_DCAF10,0.988289258
ptAge,DC,pDC_DCBLD1,0.240746142
ptAge,DC,pDC_DCTN6,-3.45683599
ptAge,DC,pDC_DDX10,-0.021285419
ptAge,DC,pDC_DEGS1,-1.594630468
ptAge,DC,pDC_DENND1A,0.951331881
ptAge,DC,pDC_DENND5A,0.376607919
ptAge,DC,pDC_DNAJC2,1.913094556
ptAge,DC,pDC_DNAJC21,-1.528829207
ptAge,DC,pDC_DNAJC6,1.225797069
ptAge,DC,pDC_DTD1,6.212072104
ptAge,DC,pDC_DTYMK,0.695182103
ptAge,DC,pDC_DYNC1I1,3.810971688
ptAge,DC,pDC_ECE1,1.201887407
ptAge,DC,pDC_EFCAB10,3.380884787
ptAge,DC,pDC_EFCAB12,-11.80358324
ptAge,DC,pDC_EFHD2,1.081003765
ptAge,DC,pDC_EIF4EBP1,0.44347986
ptAge,DC,pDC_ELF3-AS1,10.09243534
ptAge,DC,pDC_ELOVL5,0.501023278
ptAge,DC,pDC_ENKUR,-1.190532749
ptAge,DC,pDC_ERVK-28,-6.138200205
ptAge,DC,pDC_ESYT1,1.665525733
ptAge,DC,pDC_EXPH5,-2.110428025
ptAge,DC,pDC_FAM120B,0.012214887
ptAge,DC,pDC_FAM149B1,-2.393176938
ptAge,DC,pDC_FAM161B,5.0962766
ptAge,DC,pDC_FAM43A,5.295382263
ptAge,DC,pDC_FAM53B-AS1,19.7623073
ptAge,DC,pDC_FAN1,-1.069482666
ptAge,DC,pDC_FANCG,3.846025667
ptAge,DC,pDC_FBXO8,0.254040445
ptAge,DC,pDC_FCHO2,0.000359506
ptAge,DC,pDC_FCN1,0.410540973
ptAge,DC,pDC_FGD1,19.72030324
ptAge,DC,pDC_FGF11,-18.14668118
ptAge,DC,pDC_FGR,0.248040026
ptAge,DC,pDC_FLYWCH2,0.024930123
ptAge,DC,pDC_FOXK2,0.128666603
ptAge,DC,pDC_FSD1,2.72222809
ptAge,DC,pDC_GATAD1,2.485044217
ptAge,DC,pDC_GATB,-4.808443859
ptAge,DC,pDC_GCLC,1.34841279
ptAge,DC,pDC_GDF5,-3.570635222
ptAge,DC,pDC_GGPS1,-0.800040867
ptAge,DC,pDC_GLIPR1,-2.317505916
ptAge,DC,pDC_GMPR2,-1.144480838
ptAge,DC,pDC_GNB2,1.235802806
ptAge,DC,pDC_GOSR1,1.675999571
ptAge,DC,pDC_GP1BA,1.625799061
ptAge,DC,pDC_GPRC5D-AS1,-5.436817036
ptAge,DC,pDC_GSAP,0.330974504
ptAge,DC,pDC_GSK3B,-1.423586341
ptAge,DC,pDC_GTF2A1,0.419029751
ptAge,DC,pDC_GTF2H4,-6.449552921
ptAge,DC,pDC_HDDC3,7.237713978
ptAge,DC,pDC_HERC3,0.648417434
ptAge,DC,pDC_HIF1AN,0.253934467
ptAge,DC,pDC_HMGCL,-3.986896974
ptAge,DC,pDC_HPGD,-2.743283807
ptAge,DC,pDC_IDNK,0.705606001
ptAge,DC,pDC_IER2,1.212052722
ptAge,DC,pDC_IFI16,0.156585481
ptAge,DC,pDC_IFT122,2.451830135
ptAge,DC,pDC_IGBP1,1.554365458
ptAge,DC,pDC_IGHA1,2.100145269
ptAge,DC,pDC_IKZF2,-0.60531086
ptAge,DC,pDC_IL17RE,-0.233435865
ptAge,DC,pDC_IL4R,1.969236569
ptAge,DC,pDC_INAFM1,3.91718093
ptAge,DC,pDC_INPP5D,-1.550375029
ptAge,DC,pDC_INPP5K,0.160767233
ptAge,DC,pDC_IP6K1,0.018882557
ptAge,DC,pDC_IPO4,-3.904717445
ptAge,DC,pDC_IPO5,0.688528613
ptAge,DC,pDC_IRF2BPL,4.101487339
ptAge,DC,pDC_ITGB1,0.455678885
ptAge,DC,pDC_IZUMO4,8.670600368
ptAge,DC,pDC_KBTBD3,1.431590089
ptAge,DC,pDC_KCNA3,5.169170794
ptAge,DC,pDC_KDM1B,0.650416536
ptAge,DC,pDC_KDSR,1.048494126
ptAge,DC,pDC_KIRREL3,-3.641872384
ptAge,DC,pDC_KLRC2,-13.09777179
ptAge,DC,pDC_KLRG1,-1.263875329
ptAge,DC,pDC_LACTB,0.029660453
ptAge,DC,pDC_LGALS9C,11.8678878
ptAge,DC,pDC_LIMCH1,3.970826055
ptAge,DC,pDC_LINC00667,0.845356973
ptAge,DC,pDC_LINC00847,-4.114721543
ptAge,DC,pDC_LINC00881,8.479022653
ptAge,DC,pDC_LINC00968,3.92732116
ptAge,DC,pDC_LINC01003,-3.140913922
ptAge,DC,pDC_LINC01569,-22.92227029
ptAge,DC,pDC_LINC01572,1.160856844
ptAge,DC,pDC_LINC01679,-14.60770812
ptAge,DC,pDC_LINC01891,-4.618054001
ptAge,DC,pDC_LINC02018,-2.406951682
ptAge,DC,pDC_LINC02325,-0.472982471
ptAge,DC,pDC_LINC02328,2.090902621
ptAge,DC,pDC_LINC02456,-7.396932203
ptAge,DC,pDC_LMF2,0.904839609
ptAge,DC,pDC_LRP2,2.4449983
ptAge,DC,pDC_LY75-CD302,3.763382808
ptAge,DC,pDC_MAGEF1,10.89619194
ptAge,DC,pDC_MBTPS2,0.264467327
ptAge,DC,pDC_MCF2L,-0.849937441
ptAge,DC,pDC_MED1,3.849585992
ptAge,DC,pDC_MED13,0.228893362
ptAge,DC,pDC_MED6,0.247217888
ptAge,DC,pDC_MIDN,3.351915884
ptAge,DC,pDC_MIGA1,1.453321994
ptAge,DC,pDC_MINDY3,0.427391356
ptAge,DC,pDC_MIR4500HG,11.2946023
ptAge,DC,pDC_MLLT3,0.305147689
ptAge,DC,pDC_MORC4,-3.743518261
ptAge,DC,pDC_MORF4L2-AS1,4.43971809
ptAge,DC,pDC_MPPED2,-0.719866895
ptAge,DC,pDC_MR1,0.176384011
ptAge,DC,pDC_MRM3,1.878442022
ptAge,DC,pDC_MRPL12,3.115626767
ptAge,DC,pDC_MRPL21,2.737587407
ptAge,DC,pDC_MRPL57,2.146992498
ptAge,DC,pDC_MRPS18A,0.260688231
ptAge,DC,pDC_MRTO4,-2.545618739
ptAge,DC,pDC_MTX3,-0.222494416
ptAge,DC,pDC_MYL9,7.947974242
ptAge,DC,pDC_MYO5C,6.386824812
ptAge,DC,pDC_MYO9B,0.31481936
ptAge,DC,pDC_NAB2,-19.68569714
ptAge,DC,pDC_NAPRT,0.611421276
ptAge,DC,pDC_NAV1,0.961554545
ptAge,DC,pDC_NBPF14,0.77929582
ptAge,DC,pDC_NECAP1,0.995976917
ptAge,DC,pDC_NENF,4.20594461
ptAge,DC,pDC_NIPSNAP3A,1.25541038
ptAge,DC,pDC_NIT1,2.95556282
ptAge,DC,pDC_NKG7,1.196432072
ptAge,DC,pDC_NMB,-25.02805195
ptAge,DC,pDC_NOL9,0.226541023
ptAge,DC,pDC_NOM1,-3.725068093
ptAge,DC,pDC_NOS1AP,4.660948276
ptAge,DC,pDC_NUDT1,0.495296171
ptAge,DC,pDC_NVL,0.162192341
ptAge,DC,pDC_OARD1,-4.777028573
ptAge,DC,pDC_OCIAD1,0.72249482
ptAge,DC,pDC_OMA1,1.001854341
ptAge,DC,pDC_OXSM,-6.124226251
ptAge,DC,pDC_PACRG,-5.449490408
ptAge,DC,pDC_PACS2,-2.329400642
ptAge,DC,pDC_PAIP1,-1.390343843
ptAge,DC,pDC_PAPPA2,-1.468701018
ptAge,DC,pDC_PARP12,0.040736429
ptAge,DC,pDC_PARP15,0.336797603
ptAge,DC,pDC_PAX8,-12.80843859
ptAge,DC,pDC_PCDHGB6,1.605337179
ptAge,DC,pDC_PDCD4,0.738206512
ptAge,DC,pDC_PF4,-5.248503158
ptAge,DC,pDC_PGM2,-1.560554374
ptAge,DC,pDC_PGRMC2,3.122738977
ptAge,DC,pDC_PHB2,0.686838258
ptAge,DC,pDC_PHC1,-2.888363841
ptAge,DC,pDC_PHF6,0.827655468
ptAge,DC,pDC_PHKG1,-0.150052745
ptAge,DC,pDC_PIPOX,0.742876189
ptAge,DC,pDC_PITRM1,0.272809131
ptAge,DC,pDC_PKIA,1.160234022
ptAge,DC,pDC_PLEKHM1,-0.636334831
ptAge,DC,pDC_PLK4,9.969244593
ptAge,DC,pDC_PLXNA3,-19.77326814
ptAge,DC,pDC_PMVK,0.496191422
ptAge,DC,pDC_PNN,-0.667588696
ptAge,DC,pDC_PNPLA8,1.482869972
ptAge,DC,pDC_POLR1C,1.379132572
ptAge,DC,pDC_POLR2H,-7.691972663
ptAge,DC,pDC_POLR3H,2.83860333
ptAge,DC,pDC_POP1,2.725948852
ptAge,DC,pDC_PPID,0.626091285
ptAge,DC,pDC_PPM1N,0.182606599
ptAge,DC,pDC_PPP1R13L,4.68699299
ptAge,DC,pDC_PPP1R7,0.326596135
ptAge,DC,pDC_PRCP,2.486110084
ptAge,DC,pDC_PRKD1,-2.441156808
ptAge,DC,pDC_PSMA5,0.610245173
ptAge,DC,pDC_PTAFR,0.035319938
ptAge,DC,pDC_PTCD3,1.396936831
ptAge,DC,pDC_PTP4A2,0.598171248
ptAge,DC,pDC_PTPN12,0.274809447
ptAge,DC,pDC_PUS10,0.652061286
ptAge,DC,pDC_PZP,-4.952936953
ptAge,DC,pDC_RAB11FIP4,-5.805962996
ptAge,DC,pDC_RAB20,13.19115203
ptAge,DC,pDC_RAB31,0.762554581
ptAge,DC,pDC_RAB3GAP1,-2.14022439
ptAge,DC,pDC_RALB,0.65913455
ptAge,DC,pDC_RARG,3.345111492
ptAge,DC,pDC_RASSF3,0.032883907
ptAge,DC,pDC_RASSF7,-1.427510075
ptAge,DC,pDC_RBBP8,2.161799813
ptAge,DC,pDC_RBM26-AS1,-1.178339396
ptAge,DC,pDC_RECQL,0.539050609
ptAge,DC,pDC_RFC5,1.330618513
ptAge,DC,pDC_RFTN2,-8.529344226
ptAge,DC,pDC_RFX2,0.240828495
ptAge,DC,pDC_RGS12,2.282199527
ptAge,DC,pDC_RHEBL1,11.81482669
ptAge,DC,pDC_RHOT2,1.034258467
ptAge,DC,pDC_RILPL2,1.284105486
ptAge,DC,pDC_RIN3,0.461286333
ptAge,DC,pDC_RIOX1,-4.242417694
ptAge,DC,pDC_RNF170,2.842299924
ptAge,DC,pDC_RNF175,2.498910531
ptAge,DC,pDC_RNF217-AS1,0.052086293
ptAge,DC,pDC_RNF31,2.879020465
ptAge,DC,pDC_RPL8,0.205784496
ptAge,DC,pDC_RPS6KC1,-0.929647392
ptAge,DC,pDC_RRAGB,-2.01399744
ptAge,DC,pDC_RRP12,0.231971036
ptAge,DC,pDC_RRP1B,0.395115599
ptAge,DC,pDC_RRP9,5.07316004
ptAge,DC,pDC_RSBN1L,0.542873166
ptAge,DC,pDC_SAXO1,2.835987464
ptAge,DC,pDC_SCARNA9,-0.297135411
ptAge,DC,pDC_SCYL2,0.001744617
ptAge,DC,pDC_SDR42E1,-2.643717373
ptAge,DC,pDC_SEMA3G,1.767137711
ptAge,DC,pDC_SEMA4D,0.841234005
ptAge,DC,pDC_SEPSECS-AS1,-8.827068748
ptAge,DC,pDC_SFXN1,1.225886957
ptAge,DC,pDC_SHLD2,0.328820135
ptAge,DC,pDC_SIMC1,0.718166972
ptAge,DC,pDC_SIRPD,-15.73977294
ptAge,DC,pDC_SLA,0.080751631
ptAge,DC,pDC_SLAIN1,1.205700791
ptAge,DC,pDC_SLC10A3,0.053949982
ptAge,DC,pDC_SLC11A1,2.418959684
ptAge,DC,pDC_SLC25A37,2.791248273
ptAge,DC,pDC_SLC27A3,-11.71018113
ptAge,DC,pDC_SLC35E1,1.34593587
ptAge,DC,pDC_SLC38A10,-0.683211355
ptAge,DC,pDC_SLC5A6,0.028471197
ptAge,DC,pDC_SLCO1A2,11.00113007
ptAge,DC,pDC_SMARCAD1,0.146764162
ptAge,DC,pDC_SMCR8,-1.888689362
ptAge,DC,pDC_SMIM12,0.430923128
ptAge,DC,pDC_SMIM27,0.218033347
ptAge,DC,pDC_SNAP29,0.389056805
ptAge,DC,pDC_SNIP1,0.896273497
ptAge,DC,pDC_SNRPF,0.145801833
ptAge,DC,pDC_SNRPG,0.781149699
ptAge,DC,pDC_SNW1,0.074719625
ptAge,DC,pDC_SNX14,1.115036432
ptAge,DC,pDC_SORT1,-1.611786189
ptAge,DC,pDC_SPATA32,4.50553845
ptAge,DC,pDC_SPDL1,1.315838625
ptAge,DC,pDC_SRSF1,-1.392478207
ptAge,DC,pDC_SSBP2,0.210045306
ptAge,DC,pDC_SSH2,0.157730175
ptAge,DC,pDC_SSUH2,3.970627794
ptAge,DC,pDC_ST20-MTHFS,9.544603277
ptAge,DC,pDC_ST8SIA6,1.884200489
ptAge,DC,pDC_STARD3NL,1.23429831
ptAge,DC,pDC_STAT5B,1.129507018
ptAge,DC,pDC_STK40,2.234460861
ptAge,DC,pDC_STXBP3,1.049245462
ptAge,DC,pDC_SUPT20H,-0.695770759
ptAge,DC,pDC_SYCP3,5.516676809
ptAge,DC,pDC_SYF2,-2.01322447
ptAge,DC,pDC_SYNE2,0.229595348
ptAge,DC,pDC_SYNGAP1,2.531748838
ptAge,DC,pDC_TAGAP,-0.498976809
ptAge,DC,pDC_TAS2R20,5.555613886
ptAge,DC,pDC_TAX1BP3,2.511379838
ptAge,DC,pDC_TBCB,-2.218571197
ptAge,DC,pDC_TBKBP1,-5.521227069
ptAge,DC,pDC_TCERG1,0.200835738
ptAge,DC,pDC_TCF4-AS1,0.806256882
ptAge,DC,pDC_TFG,0.083631271
ptAge,DC,pDC_THAP6,2.020302116
ptAge,DC,pDC_THOC6,-0.121286639
ptAge,DC,pDC_TICAM1,3.885034132
ptAge,DC,pDC_TIMM10B,-4.649501314
ptAge,DC,pDC_TIMM21,-1.761306126
ptAge,DC,pDC_TLR10,-2.469958899
ptAge,DC,pDC_TM9SF4,1.093515657
ptAge,DC,pDC_TMED7,3.825733018
ptAge,DC,pDC_TMEM129,-1.261013795
ptAge,DC,pDC_TMEM150A,4.400695232
ptAge,DC,pDC_TMEM263,-0.294023564
ptAge,DC,pDC_TMEM38B,0.598589415
ptAge,DC,pDC_TMEM8B,-1.974085932
ptAge,DC,pDC_TNFRSF13C,2.224120508
ptAge,DC,pDC_TNFRSF14-AS1,-12.62924417
ptAge,DC,pDC_TNFRSF21,-1.90883335
ptAge,DC,pDC_TOB1,0.980435465
ptAge,DC,pDC_TOMM20L,17.58294735
ptAge,DC,pDC_TOR1AIP2,1.007998589
ptAge,DC,pDC_TOX2,-1.412803818
ptAge,DC,pDC_TPX2,3.551325228
ptAge,DC,pDC_TRAF3IP1,-2.678872861
ptAge,DC,pDC_TRAPPC5,0.753411484
ptAge,DC,pDC_TRIM16L,-16.02450992
ptAge,DC,pDC_TRIOBP,0.727554765
ptAge,DC,pDC_TRMT10A,0.853268488
ptAge,DC,pDC_TRPV2,1.289543471
ptAge,DC,pDC_TSKS,-4.895222755
ptAge,DC,pDC_TSPAN4,-12.34739235
ptAge,DC,pDC_TTC16,-6.57124332
ptAge,DC,pDC_TUBGCP3,-0.104223029
ptAge,DC,pDC_TUSC8,2.471701517
ptAge,DC,pDC_UQCRQ,0.733543675
ptAge,DC,pDC_USF2,2.421558155
ptAge,DC,pDC_USP11,0.504986661
ptAge,DC,pDC_USP30-AS1,1.429386172
ptAge,DC,pDC_UTP23,1.246453689
ptAge,DC,pDC_UXS1,-0.082728606
ptAge,DC,pDC_VAV2,0.768353788
ptAge,DC,pDC_VCL,0.176457557
ptAge,DC,pDC_VIPR2,-0.837351883
ptAge,DC,pDC_VRK1,-0.966122253
ptAge,DC,pDC_VSNL1,2.890354829
ptAge,DC,pDC_VWA5A,3.166567039
ptAge,DC,pDC_WBP4,-2.382392553
ptAge,DC,pDC_WDR13,1.672456324
ptAge,DC,pDC_WDR54,6.203368236
ptAge,DC,pDC_WDR70,-1.338811582
ptAge,DC,pDC_WFDC2,-34.83899735
ptAge,DC,pDC_WNT10A,5.421310465
ptAge,DC,pDC_WRAP73,0.80865716
ptAge,DC,pDC_XXYLT1-AS2,-0.654557384
ptAge,DC,pDC_ZBTB39,6.509092571
ptAge,DC,pDC_ZBTB40,0.588370219
ptAge,DC,pDC_ZCWPW2,12.47060316
ptAge,DC,pDC_ZFHX2,7.280839882
ptAge,DC,pDC_ZFYVE21,3.947534618
ptAge,DC,pDC_ZNF101,-1.531669634
ptAge,DC,pDC_ZNF181,0.01580437
ptAge,DC,pDC_ZNF200,5.922703519
ptAge,DC,pDC_ZNF239,3.436037636
ptAge,DC,pDC_ZNF304,2.367552286
ptAge,DC,pDC_ZNF317,3.168204956
ptAge,DC,pDC_ZNF32,-1.350721863
ptAge,DC,pDC_ZNF329,0.18608426
ptAge,DC,pDC_ZNF341,7.314430832
ptAge,DC,pDC_ZNF582,2.081858453
ptAge,DC,pDC_ZNF607,5.469198514
ptAge,DC,pDC_ZNF628,-12.51233036
ptAge,DC,pDC_ZNF667-AS1,-4.756420428
ptAge,DC,pDC_ZNF696,2.043685152
ptAge,DC,pDC_ZNF726,1.372639818
ptAge,DC,pDC_ZNF792,1.524402932
ptAge,DC,pDC_ZNF850,-2.2727067
ptAge,BC,(Intercept),67.15320454
ptAge,BC,Bm_ABCD2,0.815338692
ptAge,BC,Bm_ACKR4,1.667771236
ptAge,BC,Bm_ACOT4,6.066387227
ptAge,BC,Bm_ADAM28,-1.657490567
ptAge,BC,Bm_ADAMTS17,4.74709896
ptAge,BC,Bm_ADAMTS6,-0.912313643
ptAge,BC,Bm_ADCY9,0.784561357
ptAge,BC,Bm_ADGRE5,0.741687507
ptAge,BC,Bm_AGPAT4,1.150990985
ptAge,BC,Bm_AKR1C1,13.68575787
ptAge,BC,Bm_ALDH1L1,-61.19922582
ptAge,BC,Bm_ALKBH7,-4.259496346
ptAge,BC,Bm_ALOX5,-0.854218809
ptAge,BC,Bm_AMZ2,7.229213432
ptAge,BC,Bm_ANKRD20A8P,85.38454915
ptAge,BC,Bm_ANKRD9,122.3042152
ptAge,BC,Bm_ANP32B,-1.914946425
ptAge,BC,Bm_ANXA1,1.561830469
ptAge,BC,Bm_APMAP,6.590809787
ptAge,BC,Bm_APOL6,0.269296241
ptAge,BC,Bm_ARHGAP26,1.233090989
ptAge,BC,Bm_ARHGEF16,117.7274918
ptAge,BC,Bm_ARHGEF28,9.5939445
ptAge,BC,Bm_ARHGEF37,-29.69007748
ptAge,BC,Bm_ARID1B,-0.01511931
ptAge,BC,Bm_ARL4C,3.026437577
ptAge,BC,Bm_ARMC7,-3.669120921
ptAge,BC,Bm_ARRDC5,-12.2914483
ptAge,BC,Bm_ASB9,13.84113025
ptAge,BC,Bm_ATG10-AS1,-28.61154465
ptAge,BC,Bm_ATP8B4,9.561703781
ptAge,BC,Bm_B4GALT7,1.782806809
ptAge,BC,Bm_BANK1,-0.208592384
ptAge,BC,Bm_BBS5,10.10684979
ptAge,BC,Bm_BCAR1,146.0546776
ptAge,BC,Bm_BCL7A,-0.245701655
ptAge,BC,Bm_BLNK,-0.617701743
ptAge,BC,Bm_BNC2,0.007604105
ptAge,BC,Bm_C11orf16,10.96903135
ptAge,BC,Bm_C12orf42,-0.560426886
ptAge,BC,Bm_C19orf67,-97.49087306
ptAge,BC,Bm_C1orf21,1.340961234
ptAge,BC,Bm_C1orf56,-16.91055819
ptAge,BC,Bm_C3orf22,-2.313237104
ptAge,BC,Bm_CA1,14.38231057
ptAge,BC,Bm_CA5A,17.76895334
ptAge,BC,Bm_CACNA1B,53.03692742
ptAge,BC,Bm_CACNA2D4,14.5769522
ptAge,BC,Bm_CACTIN-AS1,16.41901728
ptAge,BC,Bm_CADM1,1.821795878
ptAge,BC,Bm_CARD16,-1.532943956
ptAge,BC,Bm_CASR,189.1275374
ptAge,BC,Bm_CCDC144NL-AS1,-0.641321682
ptAge,BC,Bm_CCDC47,1.726033039
