type,cell_type,feature,coefficient
tAge,Th2,ZNF471,-4.522754367
tAge,Th2,ZNF492,-3.928677043
tAge,Th2,ZNF502,-3.144681125
tAge,Th2,ZNF561,-1.309681137
tAge,Th2,ZNF595,-3.007346242
tAge,Th2,ZNF653,19.82722818
tAge,Th2,ZNF667-AS1,-16.80763979
tAge,Th2,ZNF679,48.36332592
tAge,Th2,ZNF683,1.641095375
tAge,Th2,ZNF689,1.364352922
tAge,Th2,ZNF746,1.579502682
tAge,Th2,ZNF761,-0.753417906
tAge,Th2,ZNF804B,3.350753091
tAge,Th2,ZNF883,-2.015742632
tAge,Th2,ZNRF3,-0.958920592
tAge,Th2,ZXDA,-1.120408607
tAge,Th17,(Intercept),69.8448517
tAge,Th17,AANAT,-8.713379857
tAge,Th17,AASS,2.493022581
tAge,Th17,ABCA3,-0.914496914
tAge,Th17,ABCA6,-4.001876059
tAge,Th17,ABCB10,0.275648716
tAge,Th17,ABCD2,1.189178165
tAge,Th17,ABHD14A-ACY1,-1.38799916
tAge,Th17,ABHD16A,0.115179537
tAge,Th17,ABLIM1,-0.265246558
tAge,Th17,ACBD3-AS1,21.6014785
tAge,Th17,ACE,0.833840659
tAge,Th17,ACVR1C,1.00662961
tAge,Th17,ACVR2A,0.684507188
tAge,Th17,ADAM23,0.695866678
tAge,Th17,ADAM30,39.37643357
tAge,Th17,ADAMTS8,3.404290318
tAge,Th17,ADGRG5,-1.441897005
tAge,Th17,ADIPOR1,-0.820976397
tAge,Th17,ADK,-0.744235671
tAge,Th17,AEBP2,0.155909072
tAge,Th17,AFAP1-AS1,0.828804241
tAge,Th17,AGAP1,-0.112015406
tAge,Th17,AGPAT5,-0.100340734
tAge,Th17,AGTPBP1,-0.628374895
tAge,Th17,AHI1,-0.172840845
tAge,Th17,AHSP,91.91056741
tAge,Th17,AIM2,0.811878275
tAge,Th17,AJUBA,34.06363392
tAge,Th17,AKAP7,0.708749417
tAge,Th17,ALDH16A1,2.29302088
tAge,Th17,ALG14,1.711645342
tAge,Th17,ALKBH8,0.242536893
tAge,Th17,ALPK1,0.443609305
tAge,Th17,ANK1,-0.660445285
tAge,Th17,ANKFY1,-0.351744453
tAge,Th17,ANO2,-9.898774828
tAge,Th17,ANP32B,-0.389728432
tAge,Th17,AP1G1,0.857997123
tAge,Th17,ARFIP1,0.42767881
tAge,Th17,ARHGAP31,0.364327852
tAge,Th17,ARHGEF37,5.715849181
tAge,Th17,ARHGEF38,-3.762100425
tAge,Th17,ARL4C,0.002534611
tAge,Th17,ARL6IP6,0.659131561
tAge,Th17,ARRB2,-0.377242936
tAge,Th17,ARVCF,-11.25136386
tAge,Th17,ASCC3,1.386175036
tAge,Th17,ASPN,3.484202721
tAge,Th17,ATP6V0E1,0.320401741
tAge,Th17,ATP6V1G3,60.43607126
tAge,Th17,ATP6V1H,0.9874721
tAge,Th17,ATP9B,-1.270790214
tAge,Th17,ATXN7,-0.547119914
tAge,Th17,AUTS2,-1.807433568
tAge,Th17,B3GALNT1,18.23249456
tAge,Th17,B3GAT1,-0.781829321
tAge,Th17,BAG6,-0.459779275
tAge,Th17,BCL2L10,6.355082235
tAge,Th17,BCL9L,0.522046381
tAge,Th17,BDNF-AS,2.177095588
tAge,Th17,BHMT,11.90400847
tAge,Th17,BICDL1,0.162285661
tAge,Th17,BLACE,-33.95130846
tAge,Th17,BLK,-0.488818917
tAge,Th17,BSN,10.77462411
tAge,Th17,C10orf105,0.848916687
tAge,Th17,C16orf74,-0.055717112
tAge,Th17,C1D,0.643615124
tAge,Th17,C1orf162,1.935018717
tAge,Th17,C1orf198,1.618518662
tAge,Th17,C20orf144,44.02285443
tAge,Th17,C2CD3,0.192825555
tAge,Th17,C4orf46,1.034200085
tAge,Th17,C6orf118,-18.22347906
tAge,Th17,CAB39L,0.483324313
tAge,Th17,CACYBP,-0.414636101
tAge,Th17,CALCB,2.613968957
tAge,Th17,CAMKMT,0.719668007
tAge,Th17,CAND2,-0.892878764
tAge,Th17,CASK,2.970746524
tAge,Th17,CBLL1,-0.158304666
tAge,Th17,CCDC110,-4.009258704
tAge,Th17,CCDC141,0.096806706
tAge,Th17,CCDC144NL,-10.00193457
tAge,Th17,CCDC179,11.9209976
tAge,Th17,CCDC50,-1.584521205
tAge,Th17,CCDC83,-7.119392781
tAge,Th17,CCNQ,-9.946977268
tAge,Th17,CCNY,-0.131545391
tAge,Th17,CCRL2,-9.282067037
tAge,Th17,CCSER1,2.233575163
tAge,Th17,CCT3,-1.364867208
tAge,Th17,CCT6B,0.477927036
tAge,Th17,CD164L2,16.39510594
tAge,Th17,CD247,-0.774776571
tAge,Th17,CD248,-70.63881528
tAge,Th17,CD36,10.22870231
tAge,Th17,CD46,-0.09018436
tAge,Th17,CD59,-0.7604343
tAge,Th17,CD7,0.385693725
tAge,Th17,CD80,0.230121744
tAge,Th17,CD99L2,1.975218154
tAge,Th17,CDC42BPB,1.501799542
tAge,Th17,CDKN1B,-0.21041896
tAge,Th17,CDYL,-0.58597232
tAge,Th17,CECR2,13.10166011
tAge,Th17,CEP126,-0.104622969
tAge,Th17,CEP85,-0.405573875
tAge,Th17,CES3,14.36814716
tAge,Th17,CFDP1,-0.251205465
tAge,Th17,CFH,0.216069338
tAge,Th17,CHD9,-0.028136391
tAge,Th17,CHKA,-2.286392197
tAge,Th17,CHMP2A,2.939945039
tAge,Th17,CHN1,0.84775728
tAge,Th17,CHST12,-0.519731033
tAge,Th17,CHST7,-0.263150982
tAge,Th17,CIAPIN1,2.060509228
tAge,Th17,CISH,0.33442654
tAge,Th17,CISTR,44.68806644
tAge,Th17,CKMT2,4.155025861
tAge,Th17,CLCA2,52.368365
tAge,Th17,CLMAT3,-12.48549688
tAge,Th17,CLSPN,3.083606532
tAge,Th17,CLYBL,0.284751331
tAge,Th17,CMC1,-1.069263912
tAge,Th17,CNNM1,27.52303403
tAge,Th17,CNTN2,37.5682538
tAge,Th17,CNTRL,0.35694751
tAge,Th17,COL24A1,2.36058595
tAge,Th17,COL8A2,-45.74510273
tAge,Th17,COPE,-0.010299152
tAge,Th17,CPLX1,4.278210331
tAge,Th17,CPNE3,-1.278554152
tAge,Th17,CR1,-1.1334903
tAge,Th17,CRELD2,-1.653180081
tAge,Th17,CROCC2,13.28940425
tAge,Th17,CRYZ,0.898301523
tAge,Th17,CSKMT,2.097090812
tAge,Th17,CSNK2A1,-0.05206875
tAge,Th17,CSNK2B,-1.444749597
tAge,Th17,CSTF2,-1.693964216
tAge,Th17,CTHRC1,-28.49864115
tAge,Th17,CTSL,6.586407603
tAge,Th17,CUL4B,1.801087637
tAge,Th17,CXorf58,-3.691021578
tAge,Th17,CYB5D1,-3.663864553
tAge,Th17,CYP4V2,-0.159422358
tAge,Th17,CYSLTR2,0.05871015
tAge,Th17,DCAF17,0.676278151
tAge,Th17,DDB2,1.765021585
tAge,Th17,DDX56,-2.656066668
tAge,Th17,DDX6,-0.969745489
tAge,Th17,DHX36,-0.847971871
tAge,Th17,DIP2B,-1.682282982
tAge,Th17,DIP2C,-0.397043178
tAge,Th17,DIRC3,-0.052054307
tAge,Th17,DLEU2,0.01062784
tAge,Th17,DLG4,0.325088085
tAge,Th17,DMXL2,0.010823848
tAge,Th17,DNAH3,8.064061583
tAge,Th17,DNAH6,1.708690449
tAge,Th17,DOCK1,-2.643874974
tAge,Th17,DOCK9-AS1,20.2179132
tAge,Th17,DOCK9-DT,6.347842074
tAge,Th17,DPEP2,-0.692373687
tAge,Th17,DPP4,0.140318284
tAge,Th17,DSC1,17.3381975
tAge,Th17,DSTYK,-0.370342903
tAge,Th17,DUSP23,1.339512097
tAge,Th17,DYNLRB2,0.209958575
tAge,Th17,E2F2,3.839849334
tAge,Th17,EFCAB13,0.362574659
tAge,Th17,EFL1,-0.576259834
tAge,Th17,EGFR,25.32594321
tAge,Th17,EIF2S3B,1.794517899
tAge,Th17,EIF3L,-1.402963659
tAge,Th17,ELDR,5.068118021
tAge,Th17,ELOVL6,-0.025870344
tAge,Th17,ENTPD1-AS1,0.127688764
tAge,Th17,EPHA1-AS1,0.97486123
tAge,Th17,EPHX1,-5.380016749
tAge,Th17,EPN2,-0.17544778
tAge,Th17,ERP44,-0.103540586
tAge,Th17,ESR1,-0.596857091
tAge,Th17,EVC2,-0.005827569
tAge,Th17,EZR-AS1,-6.408808808
tAge,Th17,FAAH2,0.382678843
tAge,Th17,FAM149B1,0.323380585
tAge,Th17,FAM167B,56.93448504
tAge,Th17,FAM169A,0.821089485
tAge,Th17,FAM174B,0.118940979
tAge,Th17,FAM184B,4.719363884
tAge,Th17,FAM193A,-0.233599941
tAge,Th17,FAM41C,-3.61057263
tAge,Th17,FAM83G,6.80696009
tAge,Th17,FAM91A1,0.176981779
tAge,Th17,FAM9C,-21.69230312
tAge,Th17,FAN1,-0.703500747
tAge,Th17,FASTKD3,0.240799659
tAge,Th17,FAT3,-8.72983729
tAge,Th17,FBLIM1,-13.46629592
tAge,Th17,FBLN2,1.774712401
tAge,Th17,FBN1,3.207117579
tAge,Th17,FBP1,-9.442754004
tAge,Th17,FBXO2,-4.878102331
tAge,Th17,FBXO40,-5.502294943
tAge,Th17,FCHO2,-0.267805283
tAge,Th17,FCRL6,2.255938637
tAge,Th17,FDX2,-3.27471795
tAge,Th17,FER1L5,34.39064062
tAge,Th17,FER1L6,17.74790911
tAge,Th17,FIRRE,-1.020765069
tAge,Th17,FLI1,-0.769490412
tAge,Th17,FLNB,-2.231478115
tAge,Th17,FLVCR1,-0.816089686
tAge,Th17,FMO4,1.947248336
tAge,Th17,FN3K,4.051633055
tAge,Th17,FNBP1,-0.22907783
tAge,Th17,FNIP2,-0.176456639
tAge,Th17,FOXP1,1.581937462
tAge,Th17,FSTL4,-0.032943004
tAge,Th17,FUT4,-4.731410202
tAge,Th17,FXN,-0.759396919
tAge,Th17,FXYD6-FXYD2,26.94540223
tAge,Th17,GAB3,-0.747557046
tAge,Th17,GABPB1-AS1,-0.781771937
tAge,Th17,GABPB2,0.418991757
tAge,Th17,GABRA3,4.150409664
tAge,Th17,GAS7,-3.590200078
tAge,Th17,GAS8,0.922460878
tAge,Th17,GATAD1,0.908415455
tAge,Th17,GBGT1,10.8104692
tAge,Th17,GCDH,-0.915310489
tAge,Th17,GCSAM,0.08565238
tAge,Th17,GDAP2,2.099868841
tAge,Th17,GDPD3,1.161851821
tAge,Th17,GGACT,0.882229078
tAge,Th17,GLI3,0.623569783
tAge,Th17,GLO1,-0.636563809
tAge,Th17,GNB4,-1.805720649
tAge,Th17,GNG7,-0.692139145
tAge,Th17,GOLGA8M,38.87683295
tAge,Th17,GOLIM4,-2.993217556
tAge,Th17,GPC4,2.448582853
tAge,Th17,GPHN,0.074294756
tAge,Th17,GPN1,-1.103799911
tAge,Th17,GPR160,0.849818881
tAge,Th17,GPSM2,-2.142803578
tAge,Th17,GREM2,1.060666763
tAge,Th17,GRXCR1,3.362526281
tAge,Th17,GTF2H5,1.000474722
tAge,Th17,GTF2I,-0.399626189
tAge,Th17,GUCY1B1,-22.51580365
tAge,Th17,HADHA,-0.658095527
tAge,Th17,HBB,0.459897014
tAge,Th17,HHIP,11.00257341
tAge,Th17,HHIPL1,-34.56919185
tAge,Th17,HIPK1-AS1,-0.04682108
tAge,Th17,HIRIP3,-0.427032693
tAge,Th17,HIST1H3A,-1.642381307
tAge,Th17,HIVEP1,0.573423491
tAge,Th17,HK1,-0.193316256
tAge,Th17,HLA-DQB1,1.570037986
tAge,Th17,HM13-AS1,-18.62528221
tAge,Th17,HOXA9,23.00593244
tAge,Th17,HPGD,-0.77270004
tAge,Th17,HPS3,-0.248765201
tAge,Th17,HTT-AS,10.2209696
tAge,Th17,HUNK,6.888743726
tAge,Th17,IFFO2,0.368787985
tAge,Th17,IFIT1B,-22.10484037
tAge,Th17,IGFBP3,3.885080035
tAge,Th17,IGHA2,2.299865392
tAge,Th17,IGHE,-20.34779309
tAge,Th17,IGHV3-13,3.520825943
tAge,Th17,IGKV1OR1-1,19.11757385
tAge,Th17,IGKV2-28,0.072305374
tAge,Th17,IGLC2,4.671131898
tAge,Th17,IGLJ3,-26.79999409
tAge,Th17,IGLV5-45,-1.459420059
tAge,Th17,IKZF2,-0.290604535
tAge,Th17,IL10,0.91811046
tAge,Th17,IL21-AS1,-3.297738333
tAge,Th17,IL21R,0.463092813
tAge,Th17,IL6ST,0.363705689
tAge,Th17,IMMP1L,0.598040299
tAge,Th17,INIP,-0.579261492
tAge,Th17,INMT-MINDY4,-9.186827553
tAge,Th17,INPP4B,0.198551261
tAge,Th17,INPP5D,-0.665169358
tAge,Th17,INSC,-8.808207944
tAge,Th17,INSR,1.064677802
tAge,Th17,ISY1,-0.289705623
tAge,Th17,ITGA4,-1.698525639
tAge,Th17,ITGB5-AS1,-34.68295548
tAge,Th17,ITM2A,-0.181751553
tAge,Th17,ITPA,-0.972474617
tAge,Th17,ITPR1,0.632804798
tAge,Th17,JAGN1,-0.883942084
tAge,Th17,JAK1,-0.545362553
tAge,Th17,JAKMIP2,0.050947881
tAge,Th17,JPH3,-11.18563512
tAge,Th17,KATNAL1,0.942100157
tAge,Th17,KCNN3,14.01105072
tAge,Th17,KCNQ3,0.702781203
tAge,Th17,KCTD3,0.865463916
tAge,Th17,KIAA1614,9.135451075
tAge,Th17,KIF17,-51.78975285
tAge,Th17,KIF5C,-0.372708876
tAge,Th17,KIFC2,2.490159727
tAge,Th17,KLF9,-0.416798445
tAge,Th17,KLHL15,-0.375971685
tAge,Th17,KPNA5,0.50540311
tAge,Th17,KRT10,-0.969177077
tAge,Th17,L3MBTL1,-2.036214382
tAge,Th17,LAMTOR3,0.861832474
tAge,Th17,LATS2,-0.566721018
tAge,Th17,LCLAT1,-0.263470621
tAge,Th17,LIN7B,0.326981128
tAge,Th17,LINC00383,7.714863121
tAge,Th17,LINC00402,0.682916581
tAge,Th17,LINC00628,29.01162755
tAge,Th17,LINC00857,22.67135159
tAge,Th17,LINC00891,-2.05462379
tAge,Th17,LINC00970,18.79769681
tAge,Th17,LINC01058,17.37984971
tAge,Th17,LINC01182,1.226257768
tAge,Th17,LINC01219,-22.85779853
tAge,Th17,LINC01337,-4.558967202
tAge,Th17,LINC01356,-363.0912728
tAge,Th17,LINC01588,1.355876309
tAge,Th17,LINC01644,-1.664910652
tAge,Th17,LINC01684,3.585924583
tAge,Th17,LINC01727,0.02140134
tAge,Th17,LINC01857,11.26563224
tAge,Th17,LINC01873,3.461793896
tAge,Th17,LINC01934,-1.11337833
tAge,Th17,LINC01962,-55.54760318
tAge,Th17,LINC02029,-2.129476853
tAge,Th17,LINC02113,70.60147082
tAge,Th17,LINC02195,9.16916534
tAge,Th17,LINC02502,-20.24829698
tAge,Th17,LINC02572,6.827398792
tAge,Th17,LRGUK,2.159891455
tAge,Th17,LRRC73,-26.70771686
tAge,Th17,LRRTM4,-3.695298521
tAge,Th17,LSMEM2,23.30293056
tAge,Th17,LTK,-1.15360186
tAge,Th17,LYPLA2,-0.634377251
tAge,Th17,LZTR1,1.352841231
tAge,Th17,MACC1,-1.403411251
tAge,Th17,MAD2L1BP,2.934217832
tAge,Th17,MAGEH1,5.145879302
tAge,Th17,MAGI1,-1.7812252
tAge,Th17,MAML3,-0.73578189
tAge,Th17,MANSC4,-6.380172982
tAge,Th17,MAP2,1.225635287
tAge,Th17,MAP3K20,-0.917566591
tAge,Th17,MATN3,67.04094298
tAge,Th17,MB21D2,0.287711553
tAge,Th17,MBNL1,0.286315267
tAge,Th17,MCMBP,-0.944448859
tAge,Th17,MED20,3.122722716
tAge,Th17,MED26,12.09551258
tAge,Th17,MEIOC,0.402684392
tAge,Th17,MEOX1,1.287894258
tAge,Th17,METTL25,-0.318591413
tAge,Th17,MFSD6,0.811450651
tAge,Th17,MGAT5,-0.978420783
tAge,Th17,MICU3,0.830873722
tAge,Th17,MIOS,-0.248865401
tAge,Th17,MIR222HG,0.95658372
tAge,Th17,MIR34AHG,4.381644934
tAge,Th17,MIR99AHG,-2.701403261
tAge,Th17,MIRLET7BHG,2.842506008
tAge,Th17,MMP19,-36.43866124
tAge,Th17,MMP28,1.616875081
tAge,Th17,MORC1,87.86642279
tAge,Th17,MS4A4A,5.381620911
tAge,Th17,MSRA,0.126257442
tAge,Th17,MT1X,-0.345413872
tAge,Th17,MTERF1,0.269117234
tAge,Th17,MTERF2,2.275513669
tAge,Th17,MTFMT,-0.567729631
tAge,Th17,MYH13,-1.135714359
tAge,Th17,MYNN,-0.096482935
tAge,Th17,MYO16-AS1,18.29655768
tAge,Th17,NALCN,-0.658305783
tAge,Th17,NAP1L5,-3.111575045
tAge,Th17,NAXD,-1.617819068
tAge,Th17,NCALD,-1.797200877
tAge,Th17,NCAN,204.077843
tAge,Th17,NCKAP1,-0.694608253
tAge,Th17,NDFIP2-AS1,-5.584569543
tAge,Th17,NEK1,0.776569232
tAge,Th17,NEK11,0.025012957
tAge,Th17,NELL2,0.122720141
tAge,Th17,NEXMIF,0.581071139
tAge,Th17,NFKBIL1,3.502941482
tAge,Th17,NIFK,-1.754600473
tAge,Th17,NIT2,-2.223129855
tAge,Th17,NLGN4Y,0.524786528
tAge,Th17,NMRAL1,-0.208030849
tAge,Th17,NOL4L,-0.840111586
tAge,Th17,NOLC1,-0.150688853
tAge,Th17,NPDC1,1.016407642
tAge,Th17,NPEPPS,-0.242173226
tAge,Th17,NR1I2,-0.859000894
tAge,Th17,NRBP2,-0.793648209
tAge,Th17,NSD2,-0.675183096
tAge,Th17,NSUN2,-1.015801987
tAge,Th17,NUDT18,0.635304201
tAge,Th17,NUGGC,0.14978879
tAge,Th17,OBSCN,-1.787431544
tAge,Th17,OMG,2.602341536
tAge,Th17,OSBPL3,0.787596627
tAge,Th17,OSBPL8,-0.355299903
tAge,Th17,OTUD7B,-0.62514138
tAge,Th17,PAICS,-1.40874447
tAge,Th17,PARD6B,-1.055101051
tAge,Th17,PAWR,-3.427791015
tAge,Th17,PAX6,39.49227552
tAge,Th17,PCCA-AS1,1.204743691
tAge,Th17,PCDHGA10,0.977694711
tAge,Th17,PDE4D,-0.832208021
tAge,Th17,PDE5A,0.757007252
tAge,Th17,PDE9A,-1.238505386
tAge,Th17,PDXK,-1.241098526
tAge,Th17,PEA15,-1.881712161
tAge,Th17,PEAK1,-0.712660699
tAge,Th17,PFKFB4,-6.92194163
tAge,Th17,PHLDB1,6.687433854
tAge,Th17,PHOSPHO1,4.054005741
tAge,Th17,PHTF1,0.262385304
tAge,Th17,PIK3IP1,-0.422175738
tAge,Th17,PIK3R5,-0.122786646
tAge,Th17,PITPNC1,-0.4899826
tAge,Th17,PKN2,-0.558539252
tAge,Th17,PLN,7.851375012
tAge,Th17,PLPP1,0.367906154
tAge,Th17,PLPP3,2.77508517
tAge,Th17,POF1B,1.610835694
tAge,Th17,POMGNT2,0.01957891
tAge,Th17,PPCS,-1.162530319
tAge,Th17,PPFIBP1,1.162366657
tAge,Th17,PPFIBP2,0.688934896
tAge,Th17,PPIAL4C,5.531154899
tAge,Th17,PPM1D,0.07975363
tAge,Th17,PPP1R1C,-9.344176545
tAge,Th17,PPP2R2D,0.823822956
tAge,Th17,PPP2R5B,1.733831215
tAge,Th17,PPT1,-1.969599697
tAge,Th17,PPTC7,-1.053345081
tAge,Th17,PRAF2,0.579662779
tAge,Th17,PRELID1,-2.387751821
tAge,Th17,PREP,-0.182434058
tAge,Th17,PRKD3,-1.087114092
tAge,Th17,PRPF40B,-0.341214502
tAge,Th17,PRPF8,-0.253421047
tAge,Th17,PRPSAP2,-1.208803558
tAge,Th17,PRR5-ARHGAP8,-0.847053128
tAge,Th17,PRSS16,16.60793531
tAge,Th17,PSD3,0.047216673
tAge,Th17,PSME4,-1.06488722
tAge,Th17,PSTK,0.411105606
tAge,Th17,PTGS1,35.72932144
tAge,Th17,PTK2,1.113338332
tAge,Th17,PTPN22,0.193424669
tAge,Th17,PTPRH,-15.21222296
tAge,Th17,PTPRM,-1.130995017
tAge,Th17,PURPL,12.62483956
tAge,Th17,PVT1,1.142162787
tAge,Th17,PXDNL,-0.489350754
tAge,Th17,RAB11FIP4,-0.708068611
tAge,Th17,RAB32,14.2992133
tAge,Th17,RAB4A,-1.552047328
tAge,Th17,RAB8A,-0.222472076
tAge,Th17,RAPGEF1,-0.680582753
tAge,Th17,RAPGEF5,-4.060667278
tAge,Th17,RASA2,-0.030187402
tAge,Th17,RASSF4,-3.586208003
tAge,Th17,RASSF6,0.555959363
tAge,Th17,RAVER2,-0.211597322
tAge,Th17,RBMS3,-1.285910826
tAge,Th17,RBMX,-1.109921354
tAge,Th17,RDH11,-3.513994146
tAge,Th17,RELT,0.083264632
tAge,Th17,RENBP,9.291078006
tAge,Th17,RERG,14.38687168
tAge,Th17,REST,-0.550380996
tAge,Th17,RETREG1,0.548256609
tAge,Th17,RFC2,2.810872514
tAge,Th17,RFPL1,147.5992238
tAge,Th17,RFWD3,0.920095139
tAge,Th17,RFX3,0.907079565
tAge,Th17,RGS6,-0.290530878
tAge,Th17,RHBDF2,-0.799419486
tAge,Th17,RIC3,1.692944839
tAge,Th17,RIC8B,1.0766586
tAge,Th17,RNF135,-1.297945405
tAge,Th17,RNF138,0.998489519
tAge,Th17,RNF144A,-0.448543078
tAge,Th17,RNF24,0.62107673
tAge,Th17,RNF44,1.2386573
tAge,Th17,RNFT2,1.13545467
tAge,Th17,RPAP2,-0.103421411
tAge,Th17,RPL38,0.094347623
tAge,Th17,RPL4,-0.172608263
tAge,Th17,RPS27L,1.186453719
tAge,Th17,RRAS,-2.301143254
tAge,Th17,RSPH10B2,-11.22353373
tAge,Th17,RUNDC3B,4.461422797
tAge,Th17,RUNX3,-0.767704079
tAge,Th17,SAMD12,0.176222105
tAge,Th17,SAMD3,-0.62616536
tAge,Th17,SAP30L,-0.394847654
tAge,Th17,SASS6,-0.863709473
tAge,Th17,SATB1,-0.270917239
tAge,Th17,SCAMP5,-0.068266165
tAge,Th17,SCARB2,-0.535592576
tAge,Th17,SCCPDH,-1.775874763
tAge,Th17,SCRN1,-2.795828141
tAge,Th17,SCRN2,-2.119630915
tAge,Th17,SCYGR2,46.21772013
tAge,Th17,SDC3,-21.61032326
tAge,Th17,SDK1,-5.916175277
tAge,Th17,SEC22B,-0.058329345
tAge,Th17,SEC24D,-1.715212843
tAge,Th17,SEH1L,-0.70181033
tAge,Th17,SEMA7A,3.190420558
tAge,Th17,SENP2,0.289174844
tAge,Th17,SERINC5,-0.584658258
tAge,Th17,SESN3,0.106976941
tAge,Th17,SH3BGR,4.064816945
tAge,Th17,SHANK2,-27.3850933
tAge,Th17,SHTN1,1.321777815
tAge,Th17,SIPA1L1,-0.531554045
tAge,Th17,SIX5,46.27034525
tAge,Th17,SLC12A2,-0.89275979
tAge,Th17,SLC12A9,3.092080644
tAge,Th17,SLC14A1,0.104192742
tAge,Th17,SLC25A1,5.269580655
tAge,Th17,SLC25A21,2.321886104
tAge,Th17,SLC25A33,-1.491261745
tAge,Th17,SLC30A8,-0.593600608
tAge,Th17,SLC36A4,-0.207086359
tAge,Th17,SLC39A4,-7.785354003
tAge,Th17,SLC43A3,-6.345573209
tAge,Th17,SLC4A10,-0.23427079
tAge,Th17,SLC4A11,47.88872958
tAge,Th17,SLC9A8,1.27147708
tAge,Th17,SLCO1B1,37.80152192
tAge,Th17,SLITRK4,-32.21157759
tAge,Th17,SLITRK5,0.100577689
tAge,Th17,SNCAIP,-12.91791149
tAge,Th17,SNRK,-1.214786692
tAge,Th17,SNRPA1,-0.221472841
tAge,Th17,SNX5,-0.796720374
tAge,Th17,SPART,1.835745304
tAge,Th17,SPDYE1,-8.592994683
tAge,Th17,SPG7,-0.190295828
tAge,Th17,SPINK13,-1.413481567
tAge,Th17,SPRED2,2.054986728
tAge,Th17,SPRYD3,-0.022591844
tAge,Th17,SRPK2,-0.9730912
tAge,Th17,SSBP3,-0.484369714
tAge,Th17,SSH2,-1.211857993
tAge,Th17,SSR2,-0.371327444
tAge,Th17,STAM,0.110916349
tAge,Th17,STAMBP,0.086661324
tAge,Th17,STEAP1B,-0.701418683
tAge,Th17,STK25,2.064863249
tAge,Th17,STK26,-1.011707873
tAge,Th17,STRAP,-0.379167015
tAge,Th17,STRN,-0.259181758
tAge,Th17,STX1B,16.90522078
tAge,Th17,STYK1,-3.332078382
tAge,Th17,STYXL1,0.408923348
tAge,Th17,SUCLA2,-1.906860436
tAge,Th17,SULT2B1,2.231739502
tAge,Th17,SYNE2,1.064631101
tAge,Th17,SYPL1,0.505838247
tAge,Th17,SYT1,5.388372801
tAge,Th17,TAC4,0.733442231
tAge,Th17,TAF1A-AS1,1.965302715
tAge,Th17,TANK,0.723950673
tAge,Th17,TCF19,6.847689002
tAge,Th17,TCF7L2,-1.976355496
tAge,Th17,TESPA1,0.26870707
tAge,Th17,TFAP4,-1.227333688
tAge,Th17,TGFB2,8.664668243
tAge,Th17,THAP11,-1.546438339
tAge,Th17,THOC7-AS1,17.05995155
tAge,Th17,THSD8,-0.269671216
tAge,Th17,THUMPD3-AS1,-0.049124628
tAge,Th17,TIAM1,1.001170047
tAge,Th17,TICRR,41.20072455
tAge,Th17,TIGD6,7.280640529
tAge,Th17,TLE2,-0.069810005
tAge,Th17,TM2D2,-0.692404296
tAge,Th17,TMA16,-0.653413604
tAge,Th17,TMEM243,-0.89672972
tAge,Th17,TMEM244,-2.445827393
tAge,Th17,TMEM254,0.752948175
tAge,Th17,TMEM254-AS1,1.169073246
tAge,Th17,TMEM273,-0.781612805
tAge,Th17,TMEM50B,0.118477492
tAge,Th17,TMEM60,2.880425543
tAge,Th17,TMIGD2,-4.459816324
tAge,Th17,TNFRSF21,-6.80238207
tAge,Th17,TNS2,-1.127296457
tAge,Th17,TOX,-0.074931182
tAge,Th17,TPH1,0.626910982
tAge,Th17,TPK1,0.343412422
tAge,Th17,TPRG1,0.405266093
tAge,Th17,TPRKB,0.616615629
tAge,Th17,TPTEP2-CSNK1E,-0.366441186
tAge,Th17,TRABD2A,0.174117262
tAge,Th17,TRAJ29,2.035818355
tAge,Th17,TRAPPC13,0.122069469
tAge,Th17,TRAPPC3,-1.779466691
tAge,Th17,TRAV1-2,-1.654083041
tAge,Th17,TRAV12-1,-1.142463593
tAge,Th17,TRAV5,-0.66453036
tAge,Th17,TRBV25-1,-2.893858426
tAge,Th17,TRBV27,-3.382745531
tAge,Th17,TRBV28,0.045234422
tAge,Th17,TRIB1,3.883304212
tAge,Th17,TRIM17,11.36956387
tAge,Th17,TRIM56,0.265018947
tAge,Th17,TRIM66,1.799117876
tAge,Th17,TRIOBP,-1.883125577
tAge,Th17,TRMT112,2.194085174
tAge,Th17,TRPM3,-13.21441893
tAge,Th17,TSC22D3,-0.182683869
tAge,Th17,TSHR,0.694439578
tAge,Th17,TSHZ2,0.038698686
tAge,Th17,TSNAXIP1,41.21839288
tAge,Th17,TST,10.51568879
tAge,Th17,TTC39B,-0.79597036
tAge,Th17,TUBA4A,-1.365427667
tAge,Th17,TXLNB,-1.41764285
tAge,Th17,UBE2A,-0.365889198
tAge,Th17,UBE2E2,1.15563442
tAge,Th17,UBE2H,-0.790934204
tAge,Th17,UBE2K,-0.295656828
tAge,Th17,UBE2V1,-0.278218472
tAge,Th17,UBE4A,-0.517711265
tAge,Th17,UCK2,-2.586881805
tAge,Th17,UFD1,-0.411607092
tAge,Th17,UGCG,0.989558945
tAge,Th17,UGT8,2.580079089
tAge,Th17,UROS,0.859607167
tAge,Th17,USP30,-1.459783173
tAge,Th17,USP6,4.875506287
tAge,Th17,USP6NL,2.656780416
tAge,Th17,VCAN-AS1,31.20401962
tAge,Th17,VNN1,36.64493708
tAge,Th17,VPREB3,-6.056074979
tAge,Th17,VPS13B,0.358591498
